'DatasetName'|'DatasetType'|'ElementNumber'|'ElementName'|'V2Number'|'National'|'State'|'Definition'|'Usage'|'V3Changes'|'MinOccurs'|'MaxOccurs'|'IsNillable'|'DataType'|'NV'|'PN'|'PNNill'|'NVList'|'PNList'|'minLength'|'maxLength'|'length'|'minInclusive'|'maxInclusive'|'minExclusive'|'totalDigits'|'fractionDigits'|'pattern'|
'DEMDataSet'|'element'|'dAgency.14'|'EMS Agency Organizational Tax Status'|''|'National'|'State'|'The EMS Agencies business/corporate organizational tax status'|'Mandatory'|''|'1'|'1'|''|'AgencyOrganizationalTaxStatus'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.15'|'Statistical Calendar Year'|'D01_10'|'National'|'State'|'The calendar year to which the information pertains for the EMS Agency and the specific EMS Agency Number (dAgency.02).'|'Mandatory'|''|'1'|'1'|''|'Year'|''|''|''|''|''|''|''|''|'1900'|'2050'|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.16'|'Total Primary Service Area Size'|'D01_12'|'National'|'State'|'The total square miles in the agency's service area.'|'Required'|''|'1'|'1'|'Nillable'|'AnnualAgencyStatistics'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1'|'4000000'|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.17'|'Total Service Area Population'|'D01_13'|'National'|'State'|'The total population in the agency's service area based if possible on year 2010 census data.'|'Required'|''|'1'|'1'|'Nillable'|'AnnualAgencyStatistics'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1'|'4000000'|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.18'|'911 EMS Call Center Volume per Year'|'D01_14'|'National'|'State'|'The number of 911 calls received by the call center during the last calendar year'|'Required'|'Name Clarified with "Call Center"'|'1'|'1'|'Nillable'|'AnnualAgencyStatistics'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1'|'4000000'|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.19'|'EMS Dispatch Volume per Year'|'D01_15'|'National'|'State'|'The number of EMS dispatches during the last calendar year'|'Required'|''|'1'|'1'|'Nillable'|'AnnualAgencyStatistics'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1'|'4000000'|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.20'|'EMS Patient Transport Volume per Year'|'D01_16'|'National'|'State'|'The number of EMS transports per year based on last calendar year.'|'Required'|''|'1'|'1'|'Nillable'|'AnnualAgencyStatistics'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1'|'4000000'|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.21'|'EMS Patient Contact Volume per Year'|'D01_17'|'National'|'State'|'The number of EMS patient contacts per year based on last calendar year.'|'Required'|''|'1'|'1'|'Nillable'|'AnnualAgencyStatistics'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1'|'4000000'|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.22'|'EMS Billable Calls per Year'|'D01_18'|''|'State'|'The number of EMS patient encounters which are billable based on the last calendar year.'|'Recommended'|''|'0'|'1'|'Nillable'|'AnnualAgencyStatistics'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'1'|'4000000'|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.23'|'EMS Agency Time Zone'|'D01_19'|''|''|'The time zone for the EMS Agency.'|'Optional'|''|'0'|'1'|''|'EMSAgencyTimeZone'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.24'|'EMS Agency Daylight Savings Time Use'|'D01_20'|''|''|'Indicate if the EMS Agency conforms to Daylight Savings Time.'|'Optional'|''|'0'|'1'|''|'YesNoValues'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.25'|'National Provider Identifier'|'D01_21'|'National'|'State'|'The National Provider Identifier issued by CMS.'|'Required'|''|'1'|'M'|'Nillable'|'NationalProviderIdentifier'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|'10'|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dAgency.26'|'Fire Department ID Number'|''|'National'|'State'|'The state assigned Fire Department ID Number for EMS Agency(ies) operating within a Fire Department.'|'Required'|'Added to better associate Fire and EMS licensure and operational identifiers.'|'1'|'M'|'Nillable'|'FireDepartmentIDNumber'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|'1'|'20'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.01'|'Agency Contact Type'|''|''|'State'|'The contact type within the EMS agency.'|'Recommended'|''|'0'|'1'|'Nillable'|'AgencyContactType'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.02'|'Agency Contact Last Name'|'D02_01'|''|'State'|'The Last Name of the agency's primary contact.'|'Recommended'|''|'0'|'1'|'Nillable'|'PersonLastName'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'1'|'60'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.03'|'Agency Contact First Name'|'D02_03'|''|'State'|'The first name of the agency's primary contact.'|'Recommended'|''|'0'|'1'|'Nillable'|'PersonFirstName'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.04'|'Agency Contact Middle Name/Initial'|'D02_02'|''|''|'The middle name or initial of the agency's primary contact.'|'Optional'|''|'0'|'1'|''|'PersonMiddleName'|''|''|''|''|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.05'|'Agency Contact Address'|'D02_04'|''|'State'|'The street address of the agency contact's mailing address.'|'Recommended'|''|'0'|'1'|'Nillable'|'StreetAddress'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'1'|'255'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.06'|'Agency Contact City'|'D02_05'|''|'State'|'The city of the EMS contact's mailing address.'|'Recommended'|''|'0'|'1'|'Nillable'|'CityGnisCode'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.07'|'Agency Contact State'|'D02_06'|''|'State'|'The state of the Agency contact's mailing address.'|'Recommended'|''|'0'|'1'|'Nillable'|'ANSIStateCode'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|'[0-9]{2}'|
'DEMDataSet'|'element'|'dContact.08'|'Agency Contact ZIP Code'|'D02_07'|''|'State'|'The ZIP code of the Agency's contact's mailing address.'|'Recommended'|''|'0'|'1'|'Nillable'|'ZIP'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|'[0-9]{5}|[0-9]{5}-[0-9]{4}|[0-9]{5}-[0-9]{5}|[A-Z][0-9][A-Z] [0-9][A-Z][0-9]'|
'DEMDataSet'|'element'|'dContact.09'|'Agency Contact Country'|''|''|''|'The Country code of the Agency's contact's mailing address.'|'Optional'|''|'0'|'1'|''|'ANSICountryCodesCAMXUS'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.10'|'Agency Contact Phone Number'|'D02_08'|''|'State'|'Agency contact phone number.'|'Recommended'|''|'0'|'M'|'Nillable'|'PhoneNumber'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|'[2-9][0-9][0-9]-[2-9][0-9][0-9]-[0-9][0-9][0-9][0-9]'|
'DEMDataSet'|'element'|'dContact.11'|'Agency Contact Email Address'|'D02_10'|''|'State'|'The primary email address of the Agency contact.'|'Recommended'|''|'0'|'M'|'Nillable'|'EmailAddress'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'3'|'100'|''|''|''|''|''|''|'.+@.+'|
'DEMDataSet'|'element'|'dContact.12'|'EMS Agency Contact Web Address'|'D02_11'|''|'State'|'The primary website address of the agency.'|'Recommended'|''|'0'|'1'|'Nillable'|'WebAddress'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'3'|'255'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.13'|'Agency Medical Director Degree'|''|''|'State'|'The medical school degree type of the EMS Medical Director.'|'Recommended'|''|'0'|'1'|'Nillable'|'AgencyMedicalDirectorDegree'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.14'|'Agency Medical Director Board Certification Type'|''|''|'State'|'Documentation of the type of board certification of the EMS Agency Medical Director.'|'Recommended'|''|'0'|'M'|'Nillable'|'AgencyMedicalDirectorBoardCertificationType'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.15'|'Medical Director Compensation'|''|''|''|'Indication of Medical Director's Compensation.'|'Optional'|''|'0'|'1'|''|'MedicalDirectorCompensation'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dContact.16'|'EMS Medical Director Fellowship Trained Status'|''|''|''|'Indication if the EMS Medical Director is Fellowship trained.'|'Optional'|''|'0'|'1'|''|'YesNoValues'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.01'|'State Associated with the Certification/Licensure Levels'|''|'National'|'State'|'The state associated with the state certification/licensure levels.'|'Mandatory'|''|'1'|'1'|''|'ANSIStateCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{2}'|
'DEMDataSet'|'element'|'dConfiguration.02'|'State Certification/Licensure Levels'|'D04_01'|'National'|'State'|'All of the potential levels of certification/licensure for EMS personnel recognized by the state.'|'Mandatory'|''|'1'|'M'|''|'LicensureLevels'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.03'|'Procedures Permitted by the State'|''|'National'|'State'|'A list of all of the procedures permitted by the EMS Agency's licensing state.'|'Required'|''|'1'|'M'|'Nillable'|'snomed'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|'100000'|'999999999999999'|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.04'|'Medications Permitted by the State'|''|'National'|'State'|'A list of all of the medications permitted by the state to be used by each EMS state certification/licensure level.'|'Required'|'State EMS systems which have regulatory authority to identify medications to be administered within the state may identify specific RxNorm codes based on medical direction and their own need. 										<br/><br/>List of medications based on RxNorm (RXCUI) code.  										<br/><br/>Reference the NEMSIS Suggested Lists at: http://nemsis.org/v3/resources.html											 										<br/><br/>RxNorm 										<br/>Website - http://uts.nlm.nih.gov 										 										<br/><br/>Product - UMLS Metathesaurus 										<br/>Website - http://www.nlm.nih.gov/research/umls/rxnorm/docs/rxnormfiles.html 										<br/>Product - RxNorm Full Monthly Release'|'1'|'M'|'Nillable'|'Medication'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|'2'|'7'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.05'|'Protocols Permitted by the State'|''|'National'|'State'|'A list of all of the protocols permitted by the state.'|'Required'|'Added to better identify states with statewide protocols and define state EMS capability and care.'|'1'|'M'|'Nillable'|'ProtocolsUsed'|'NV'|''|''|'NV.NotRecorded; NV.NotApplicable; '|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.06'|'EMS Certification Levels Permitted to Perform Each Procedure'|'D04_05'|'National'|'State'|'EMS certification levels which are permitted to perform the procedure listed in dConfiguration.07.'|'Mandatory'|''|'1'|'1'|''|'StateCertificationLicensureLevels'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.07'|'EMS Agency Procedures'|'D04_04'|'National'|'State'|'A list of all procedures that the agency has implemented and available for use by any/all EMS certification levels.'|'Mandatory'|''|'1'|'M'|''|'snomed'|''|''|''|''|''|''|''|''|'100000'|'999999999999999'|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.08'|'EMS Certification Levels Permitted to Administer Each Medication'|'D04_07'|'National'|'State'|'All EMS certification levels which are permitted to administer the medications listed in dConfiguration.09 (EMS Agency Medications).'|'Mandatory'|''|'1'|'1'|''|'StateCertificationLicensureLevels'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.09'|'EMS Agency Medications'|'D04_06'|'National'|'State'|'A list of all medications the agency has implemented and have available for use.'|'Mandatory'|''|'1'|'M'|''|'Medication'|''|''|''|''|''|'2'|'7'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.10'|'EMS Agency Protocols'|'D04_08'|'National'|'State'|'A list of all of the EMS field protocols that the agency has in place and available for use.'|'Mandatory'|''|'1'|'M'|''|'ProtocolsUsed'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.11'|'EMS Agency Specialty Service Capability'|''|'National'|'State'|'Special training or services provided by the EMS Agency and available to the EMS service area/community.'|'Mandatory'|''|'1'|'M'|''|'AgencySpecialtyServiceCapability'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.12'|'Billing Status'|'D04_10'|''|''|'Indication of whether the EMS agency routinely bills for any segment of the patient population.'|'Optional'|''|'0'|'1'|''|'YesNoValues'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.13'|'Emergency Medical Dispatch (EMD) Provided to EMS Agency Service Area'|''|'National'|'State'|'Indication as to whether Emergency Medical Dispatch is provided to the EMS Agency's service area.'|'Mandatory'|''|'1'|'1'|''|'EMDtoAgencyServiceArea'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.14'|'EMD Vendor'|'D04_17'|''|'State'|'The vendor or company associated with the EMD Card set and algorithms.'|'Recommended'|''|'0'|'M'|'Nillable'|'EMDVendorType'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'2'|'100'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.15'|'Patient Monitoring Capability(ies)'|''|'National'|'State'|'The EMS Agency's patient monitoring capability which can be provided to any/all patients presenting to EMS.'|'Mandatory'|''|'1'|'M'|''|'PatientMonitoringCapability'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.16'|'Crew Call Sign'|'D04_02'|'National'|'State'|'The EMS crew call sign used to dispatch and communicate with the unit.  This may be the same as the EMS Unit/Vehicle Number in many agencies.'|'Mandatory'|''|'1'|'M'|''|'AgencyCallSign'|''|''|''|''|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dConfiguration.17'|'Dispatch Center (CAD) Name or ID'|''|''|''|'The name or ID of the dispatch center (Primary or Secondary Service Answering Point - PSAP) that dispatches the EMS agency.'|'Optional'|'Added to the dataset to assist in identifying the CAD / dispatch center providing information to the EMS agency and ePCR when there are multiple dispatch centers sending resources to the same EMS incident.'|'0'|'M'|''|'DispatchCenterCADNameorID'|''|''|''|''|''|'2'|'100'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.01'|'EMS Location Type'|''|''|''|'The type of EMS Location which could be a fixed station or a pre-determined staging area.'|'Optional'|'Added to allow multiple locations to be documented for an EMS Agency.'|'0'|'1'|''|'LocationType'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.02'|'EMS Location Name'|'D05_01'|''|''|'The name of the EMS Location.'|'Optional'|''|'0'|'1'|''|'StationName'|''|''|''|''|''|'2'|'100'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.03'|'EMS Location Number'|'D05_02'|''|''|'The ID number of the EMS Location.'|'Optional'|''|'0'|'1'|''|'StationNumber'|''|''|''|''|''|'1'|'50'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.04'|'EMS Location GPS'|'D05_04'|''|''|'The GPS coordinate of  the EMS location.'|'Optional'|''|'0'|'1'|''|'GPSLocation'|''|''|''|''|''|''|''|''|''|''|''|''|''|'(\+|-)?(90(\.[0]{1,6})?|([1-8][0-9]|[0-9])(\.[0-9]{1,6})?),(\+|-)?(180(\.[0]{1,6})?|(1[0-7][0-9]|[1-9][0-9]|[0-9])(\.[0-9]{1,6})?)'|
'DEMDataSet'|'element'|'dLocation.05'|'EMS Location US National Grid Coordinates'|''|''|''|'The US National Grid Coordinates of the EMS location.'|'Optional'|''|'0'|'1'|''|'USNG'|''|''|''|''|''|''|''|''|''|''|''|''|''|'([1-9]|[1-5][0-9]|60)[C-HJ-NP-X][A-HJ-NP-Z][A-HJ-NP-V][0-9]{8}'|
'DEMDataSet'|'element'|'dLocation.06'|'EMS Location Address'|'D05_05'|''|''|'The address of the EMS Location.'|'Optional'|''|'0'|'1'|''|'StreetAddress'|''|''|''|''|''|'1'|'255'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.07'|'EMS Location City'|'D05_06'|''|''|'The city of the EMS location type (e.g., Fixed station, sub-station, staging area, etc.).'|'Optional'|''|'0'|'1'|''|'CityGnisCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.08'|'EMS Location State'|'D05_07'|''|''|'The state of the EMS Location.'|'Optional'|''|'0'|'1'|''|'ANSIStateCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{2}'|
'DEMDataSet'|'element'|'dLocation.09'|'EMS Station or Location ZIP Code'|'D05_08'|''|''|'The ZIP code of the EMS Location.'|'Optional'|''|'0'|'1'|''|'ZIP'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{5}|[0-9]{5}-[0-9]{4}|[0-9]{5}-[0-9]{5}|[A-Z][0-9][A-Z] [0-9][A-Z][0-9]'|
'DEMDataSet'|'element'|'dLocation.10'|'EMS Location County'|''|''|''|'The county of the EMS Location'|'Optional'|''|'0'|'1'|''|'ANSICountyCode'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[0-9]{5}'|
'DEMDataSet'|'element'|'dLocation.11'|'EMS Location Country'|''|''|''|'The country of the EMS location.'|'Optional'|'Added to improve international implementations.'|'0'|'1'|''|'ANSICountryCodesCAMXUS'|''|''|''|''|''|''|''|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dLocation.12'|'EMS Location Phone Number'|'D05_09'|''|''|'The phone number of the EMS Location.'|'Optional'|''|'0'|'M'|''|'PhoneNumber'|''|''|''|''|''|''|''|''|''|''|''|''|''|'[2-9][0-9][0-9]-[2-9][0-9][0-9]-[0-9][0-9][0-9][0-9]'|
'DEMDataSet'|'element'|'dVehicle.01'|'Unit/Vehicle Number'|'D06_01'|''|'State'|'The unique ID number for the unit which is specific for each vehicle. This ID number may be the state's vehicle's permit number.'|'Recommended'|''|'0'|'1'|'Nillable'|'VehicleNumber'|'NV'|''|''|'NV.NotReporting; NV.NotRecorded; NV.NotApplicable; '|''|'1'|'25'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.02'|'Vehicle Identification Number'|''|''|''|'The manufacturer's VIN associated with the vehicle.'|'Optional'|''|'0'|'1'|''|'VehicleIdentificationNumber'|''|''|''|''|''|'17'|'17'|''|''|''|''|''|''|''|
'DEMDataSet'|'element'|'dVehicle.03'|'EMS Unit Call Sign'|''|''|''|'The EMS unit number used to dispatch and communicate with the unit. This may be the same as the EMS Unit/Vehicle Number in many agencies.'|'Optional'|''|'0'|'1'|''|'EMSUnitCallSign'|''|''|''|''|''|'1'|'50'|''|''|''|''|''|''|''|
